idInforme,categoriaInforme,nombreTrabajo,idArea
93539a3fd5bd4c,ADMINISTRATIVE UNIONIZED,SUPERVISION MEDIDA,f29a6e43e6ce44
4cf25e0e234a46,ADMINISTRATIVE,GESTION ADMINISTRATIVA GENERACION HIDRAULICA,6bfc0f2b753a4b
e2ddf2fd78a740,ADMINISTRATIVE UNIONIZED,GESTION SST,c616ed2582f048
83d9ddf85c1b42,ADMINISTRATIVE,LIDER PROYECTOS MOVILIDAD ELECTRICA,54f277174c9840
d02fe39d79b149,ADMINISTRATIVE UNIONIZED,COMERCIAL INTERNET,47eed689ffb34b
9c833daa12fa44,OPERATIVE UNIONIZED,GESTION DE LA INFORMACION SST,17ed072e724348
90ecf058647c43,ADMINISTRATIVE UNIONIZED,OPERACION Y MANTENIMIENTO CENTRALES GENERACION,56bc51ce5a984c
940a32fc3e5c4b,ADMINISTRATIVE UNIONIZED,NEGOCIO REGULADO,5506f40b83134c
f9a1231512414e,OPERATIVE,COBRO Y RECAUDO II,6f2ea97c5ef640
bba50ee6549343,ADMINISTRATIVE UNIONIZED,SISTEMAS FOTOVOLTAICOS,97e2cac8b45c4b
e153179bf57f46,ADMINISTRATIVE,GESTION TRADE MARKETING,9889d5613dd741
ab7608733ebb43,ADMINISTRATIVE UNIONIZED,SISTEMAS FOTOVOLTAICOS,2d363a4a78424d
5b8db8afebb14b,OPERATIVE,INGENIERIA VIAS Y OBRAS POR IMPUESTOS,14d51a371c5049
27a3dd3f1aac48,ADMINISTRATIVE,CONTRATOS CLIENTES,1ff61b68b2634d
d1e8e6b4dbbf4e,ADMINISTRATIVE,COMPENSACION Y PLANEACION DEL TALENTO,e594cf9b06404b
4bc9a1629dbc49,ADMINISTRATIVE,GESTION PLANEACION MANTENIMIENTO INTERNET,de62593f678b43
9024d09bc74444,ADMINISTRATIVE,GESTION REGULACION Y TARIFAS,5506f40b83134c
d2b3296335674b,ADMINISTRATIVE UNIONIZED,PLANEACION OBRAS MT BT,a0c61b40b13d4d
8dd4edded3694e,ADMINISTRATIVE UNIONIZED,DISEÑO FORMACION,b36dde6d075347
fcdf2252e6104b,OPERATIVE UNIONIZED,INSTALACION MEDIDA ESPECIAL REDUCCION DE PERDIDAS,750001d0a69440
ed58892a554f41,OPERATIVE UNIONIZED,INSPECCION PRESAS E INFRAESTRUCTURA CIVIL,5a9cbe517d6e49
215b539aba6b4d,OPERATIVE UNIONIZED,OPERACION Y MANTENIMIENTO SUBESTACIONES,a3bf7e1df8ef4e
91b7f6472b1b4d,ADMINISTRATIVE,PRUEBAS DEVOPS,677fd16f42df41
11f35c855aae4a,ADMINISTRATIVE,IMPLEMENTACION PROYECTOS INNOVACION,f7ec2211712a4c
07c7b2fad0ad4f,ADMINISTRATIVE,ANALISIS Y OPERACION TIEMPO REAL,cfcd6e2df57046
363cb558e3ab4d,ADMINISTRATIVE,LIDER SERVICIOS VIRTUALES,f8438223f14941
e0fbf5a5e0d948,OPERATIVE,OPERACION MOVIL,7e14712ff68d49
32bf265bbcb043,ADMINISTRATIVE,COMERCIAL CUENTAS CLAVES,772cbcad313b4d
d091a8a0f43c44,ADMINISTRATIVE,PROTECCION Y TELECONTROL ZONA,e68ca3ba39894d
2b48056e33194f,ADMIN. SENIOR DIRECTORATE,LIDER UNIDAD ESTRATEGICA DE NEGOCIO,9889d5613dd741
3c38c045319147,ADMINISTRATIVE,SERVICIOS ALIADOS,1ff61b68b2634d
1e19a5684f4a42,ADMINISTRATIVE,DATOS MAESTROS,1d67a3ecffbc41
6467da4c254c41,ADMINISTRATIVE,PLANEACION Y ESTUDIOS TYD,d689c2ca797d4b
3dec7ec854664c,OPERATIVE,EXPERIENCIAS DE SERVICIO,0b8fb8fb8b2b4d
457dd1d1774345,ADMINISTRATIVE,EXPERIENCIAS DE SERVICIO,0b8fb8fb8b2b4d
d6cd9fae829c42,ADMINISTRATIVE,ASEGURAMIENTO DEL SERVICIO,f46328f616ce47
20d4cb46002e45,ADMINISTRATIVE,OPERACION CANALES DE SERVICIO,ceb2007e095949
845e8ace986744,OPERATIVE,EXPERIENCIAS DE SERVICIO,51c3872dd5e448
df4dfd41d97f40,ADMINISTRATIVE,ANALISIS OPERACION,9fad3e1aeacb44
68787b42f0bb44,ADMINISTRATIVE,FORMACION DE NEGOCIO,b36dde6d075347
26e3195fc17242,ADMINISTRATIVE,GESTION SST,e7029ccecbdd44
9e01b462b01746,OPERATIVE,OPERACION MOVIL,93ea2946eb664c
1b522d35f78342,ADMINISTRATIVE,DEVOPS I,3025746acf3c4c
c80f36571b0647,ADMINISTRATIVE,PROTECCION Y TELECONTROL ZONA,de3bb28351734d
4358aadd0ed340,ADMINISTRATIVE,PROTECCION Y TELECONTROL ZONA,08a1d62c7ac44f
8217afaa7bfb42,ADMINISTRATIVE,GESTION PROYECTOS TYD II,7181bbbf95d049
aa5fe688e34344,OPERATIVE,SUPERVISION MEDIDA,f29a6e43e6ce44
a165fcf9059a49,ADMINISTRATIVE,INTERVENTORIA PROYECTOS TERMICOS INGENIERIA DE APOYO,3777f9e0efe746
8398313fa62d4d,ADMINISTRATIVE,ASEGURAMIENTO DEL SERVICIO,0b8fb8fb8b2b4d
6753b445f52d42,OPERATIVE,OPERACION Y MANTENIMIENTO CENTRALES GENERACION,521a9995a0de40
4350cdd9d09841,OPERATIVE,GESTION COMERCIAL CANALES RETAIL,9889d5613dd741
1cdd5b295e6c4c,OPERATIVE,INSPECCION MANTENIMIENTO TYD,5c27fe2c8dd940
740501660ced46,OPERATIVE,CONFIABILIDAD MEDIDA,e0904c49ab3e43
425499f9c17649,ADMINISTRATIVE,GESTION PROYECTOS TYD I,7181bbbf95d049
f3cc2b34907140,ADMINISTRATIVE,GESTION MEDIDA,b98a87a75fe245
2450f1ba5c6847,ADMINISTRATIVE,COMERCIAL CUENTAS CLAVES,42f14ea54c904c
e49ff5746f3c4e,ADMINISTRATIVE,INTELIGENCIA COMPETITIVA,98b34496a41a4a
b03b97f8df7d41,ADMINISTRATIVE,NEGOCIO EN COMPETENCIA,3bf64731c58a40
bc05f7eb487643,ADMINISTRATIVE,GESTION PLANEACION DISEÑO Y CONSTRUCCION OBRAS INTERNET,bc83cb8cf8884b
57e4110caafe41,ADMINISTRATIVE,COMERCIAL CUENTAS CLAVES INTERNET,47eed689ffb34b
983385bbbb5c42,ADMINISTRATIVE,INGENIERIA DE DATOS,666de69adbd940
b99309dec34542,OPERATIVE UNIONIZED,INSPECCION MANTENIMIENTO TYD,fc03cff971ee42
a2029993cccf4e,ADMINISTRATIVE,ANALISIS OPERACION DE LA MEDIDA,d776dbf9c62340
8c84052059de45,ADMINISTRATIVE,GESTION SST,eb1a3430b5ed40
e831ca11bf3a4b,OPERATIVE,GESTION ORDENES DE MANTENIMIENTO,fc03cff971ee42
b094a147930c4f,ADMINISTRATIVE,INFRAESTRUCTURA MOVILIDAD ELECTRICA,772cbcad313b4d
954853080f8b44,OPERATIVE,GESTION ORDENES DE MANTENIMIENTO,051b0c9142934e
40805248c13748,OPERATIVE,PROMOTORIA COMERCIAL,641412e5323e4e
8bf61dcf88544c,ADMINISTRATIVE,GESTION SOPORTE SOC,127f34efcdcf45
e73217b0fbde44,ADMINISTRATIVE,PROYECTOS TYD,7181bbbf95d049
72a9c7d08cca4b,ADMINISTRATIVE,DISEÑO INGENIERIA SECUNDARIA,a18a4eb3624d4d
726dfb7aa4d444,ADMINISTRATIVE,SISTEMAS FOTOVOLTAICOS,2d363a4a78424d
0b9afd4c840444,ADMINISTRATIVE,ASESORIA COMERCIAL,e0ee5bdc34e14b
58c9f6e1222749,ADMINISTRATIVE,INTERVENTORIA CAMPO INTERNET,de62593f678b43
a5f7f49e9a0c4c,ADMINISTRATIVE,ASUNTOS LEGALES CORPORATIVOS,0077b674c93b44
5e09195ef8f544,ADMINISTRATIVE,ESTRUCTURACION PROYECTOS INTEGRALES,b72c82df32fb45
e28d686e0b9343,OPERATIVE,ASESORIA COMERCIAL,6657b8b7339d47
ea3d0645116a41,ADMINISTRATIVE UNIONIZED,DEVOPS I,649142fa77bd43
180d16ea2f894a,ADMINISTRATIVE UNIONIZED,LIDER VENTAS,6657b8b7339d47
b6f43b0e1efa48,ADMINISTRATIVE UNIONIZED,LIDER ANALISIS CONTABLE,f40fb661e49a4e
45c4c8ebb6b946,ADMINISTRATIVE,GESTION OPERATIVA PROVEEDORES,3f8f57a42fa94a
880ae5b9411445,ADMINISTRATIVE,LIDER INNOVACION,f7ec2211712a4c
9e51e217c88647,ADMINISTRATIVE,PRESUPUESTO PROYECTOS GENERACION,c318ad65694b49
64d59478db4a40,ADMINISTRATIVE,LIDER GESTION ADMINISTRATIVA SAC,e0cfe0927e9d45
ad4bcffad93942,OPERATIVE UNIONIZED,SUPERVISION MANTENIMIENTO SUBESTACIONES TYD,e9b8cf76b3864c
5cf0e7784dcd49,ADMINISTRATIVE,LIDER LOGISTICA NACIONAL,dbc3260104bf4e
207718aacd6e40,ADMINISTRATIVE,LIDER CENTRAL HIDRAULICA ALTO Y BAJO ANCHICAYA,37e3bb9213d545
49d739e05e3144,ADMINISTRATIVE,LIDER PROYECTOS RED PROPIA,3e75beba411c42
fd7dcd24114a4e,OPERATIVE,PROMOTORIA COMERCIAL,d0ed79059cdb45
fba7e298b8084b,ADMINISTRATIVE,PRODUCTO SOLAR FOTOVOLTAICO,6fb02a59e0f748
1410ed414c5542,APPRENTICE IN PRODUCTIVE PERIOD,ESTUDIANTE EN PRACTICA,221c1b83374148
81ec170903f04a,APPRENTICE IN PRODUCTIVE PERIOD,APRENDIZ SENA,f6a3d5040dec45
bbcf6de2ce434b,OPERATIVE UNIONIZED,OPERACION CENTRAL HIDRAULICA,37e3bb9213d545
d0950221425b46,OPERATIVE,ESTUDIANTE EN ENTRENAMIENTO,7efeee8cb8884e
c7300e6fa8654a,ADMINISTRATIVE,OPERACION Y MANTENIMIENTO TECNOLOGIA,81b6778de4e74b
d62c9aeafa0a42,ADMINISTRATIVE UNIONIZED,GESTION SERVICIOS ADMINISTRATIVOS,f8cadc9272944e
8e2f6b80ca3048,OPERATIVE,OPERACION MERCADO MAYORISTA,1e6b9de87c7b44
a826d1dd8e8148,OPERATIVE UNIONIZED,ANALISIS OPERACION II,9fad3e1aeacb44
fcb91c68373f4c,ADMINISTRATIVE,ASEGURAMIENTO DEL SERVICIO,a90942558d2549
68966d0dd39740,ADMINISTRATIVE UNIONIZED,LIDER SUBESTACIONES,e68ca3ba39894d
20cf55e4b7ab4a,ADMINISTRATIVE,ASESORIA COMERCIAL POSVENTA,44fcf72ed2e847
3c0cbaedb9e642,ADMINISTRATIVE,GESTION ADMINISTRATIVA GENERACION HIDRAULICA,0c358c9fbfc540
e845589968c142,ADMINISTRATIVE,ANALISIS OPERACION II,9fad3e1aeacb44
1f0ecbf2473c45,ADMINISTRATIVE,LIDER EXPERIENCIAS DE SERVICIO ZONA,f7ac6187c3734e
d9089f59600a4a,ADMINISTRATIVE UNIONIZED,GESTION PROVEEDORES,3f8f57a42fa94a
9e8b935f331646,ADMINISTRATIVE UNIONIZED,RIESGOS,d86893d4f16246
060b7ef8b1d049,ADMINISTRATIVE,GESTION RECURSOS CENTRALES GENERACION,6bfc0f2b753a4b
5e528575d6214c,ADMINISTRATIVE UNIONIZED,ASEGURAMIENTO CICLO COMERCIAL,b98a87a75fe245
e5ec8af9d9c444,ADMINISTRATIVE,CULTURA,beb5bd7996f740
891b0d65752c43,ADMINISTRATIVE,LIDER FACTURACION MEDIDA,9ee4e7df0b6b45
b6a9600d716849,ADMINISTRATIVE,GESTION SERVICIOS ADMINISTRATIVOS,f8cadc9272944e
9482ee0c83a944,ADMINISTRATIVE,LIDER PROYECTO NOVA,6c581d4c1f3c40
087a7a4b5f6f44,OPERATIVE UNIONIZED,DISEÑO ELECTROMECANICO LINEAS,a18a4eb3624d4d
5256db0a095e4d,ADMINISTRATIVE,GESTION RECURSOS CENTRALES GENERACION,efdc8348a1a14a
906aa14140c346,ADMINISTRATIVE,LIDER SISTEMAS FOTOVOLTAICOS,806c6e62e16444
f75bd7fe9a404c,OPERATIVE UNIONIZED,REDES,051b0c9142934e
3e3d91527ffb49,ADMINISTRATIVE UNIONIZED,ANALISIS TECNOLOGIAS OPERACION TYD,3c72c884c65745
93d4ebb3d9e440,ADMINISTRATIVE UNIONIZED,AMBIENTAL TYD,d54d57876a8c4b
ad6a35e14e8648,OPERATIVE UNIONIZED,PROTECCION Y TELECONTROL ZONA,de3bb28351734d
05c1e14803ba42,ADMINISTRATIVE,LIDER MANTENIMIENTO ZONA,e7029ccecbdd44
54527167e1534b,OPERATIVE UNIONIZED,LIDER OPERACION Y MANTENIMIENTO DE LA MEDIDA,b98a87a75fe245
a68ab4e8c1f84c,OPERATIVE UNIONIZED,CONFIABILIDAD MANTENIMIENTO ATMT,262a099ec5ce4f
3670f4e329e84e,OPERATIVE,DISEÑO INGENIERIA SECUNDARIA,a18a4eb3624d4d
d3632e41147b46,OPERATIVE,LINEAS,fc03cff971ee42
3f49bc46f5c748,OPERATIVE,PLANEACION MEDIDA,b25f088d766040
4e53f2ed82d442,ADMINISTRATIVE,ANALISIS Y OPERACION TIEMPO REAL,c757cf3ffdc844
fff8fff8c2e249,ADMINISTRATIVE,LIDER LABORATORIO DE MEDIDORES,7755a9012da941
b5783fd5084f49,ADMINISTRATIVE,COMERCIAL CUENTAS CLAVES,54c49d16334140
5a139f2a83144b,ADMINISTRATIVE,LIDER INGENIERIA BASICA Y DE OFERTAS SISTEMAS FOTOVOLTAICOS,b2301a8c9a0f4d
fddcff4b43f845,ADMINISTRATIVE UNIONIZED,GESTION SST,e7c1cfdaa9684d
3aef68d9aeef44,APPRENTICE IN PRODUCTIVE PERIOD,APRENDIZ SENA,0e7d624259a74a
89d17111a5614a,APPRENTICE IN PRODUCTIVE PERIOD,ESTUDIANTE EN PRACTICA,970111262bb94a
07b7b8bf7bc84e,ADMINISTRATIVE,ASESORIA COMERCIAL,e828b35227a84f
a60b05f8ce9b4f,ADMINISTRATIVE UNIONIZED,FINANZAS DE PRODUCTO,d7a3065d820a4d
22377675c1fa48,ADMINISTRATIVE UNIONIZED,LIDER VENTAS,42f14ea54c904c
644a1f55a4fc46,OPERATIVE UNIONIZED,LIDER MANTENIMIENTO LINEAS Y SUBESTACIONES,e468dafbaf4a4b
09050e08224448,ADMINISTRATIVE,GESTION CONTRATISTAS CA,19d0d80da7e943
f9b1e082e6fe4c,OPERATIVE,SUPERVISION DE TURNO,58de099089dd46
14446d5426f640,OPERATIVE,SUPERVISION MANTENIMIENTO - INSTRUMENTACION Y ELECTRICO,bf696c634bfe41
2292e6c5931841,ADMINISTRATIVE,LIDER FINANZAS ENERBIT,80bc249062334b
af1fd1a2aecf40,ADMINISTRATIVE,GESTION FISCAL,5fbbccbb6d5244
807230ec93b345,OPERATIVE,LIDER DE CONTROL QUIMICO,29062cdcd1b34d
11dfc6149b7c4b,OPERATIVE,MANTENIMIENTO MECANICO,36c383a8a8c244
77290273a3d347,ADMINISTRATIVE,SOCIAL CENTRALES TERMICAS,78f273a7a94f41
6eea7a8adf7a43,ADMINISTRATIVE,LIDER TECNOLOGIA ENERBIT,8147b80a0df142
746297801d7b49,OPERATIVE,MANTENIMIENTO ELECTROMECANICO,d7b8b0abd7994e
e67aa5239a7847,ADMINISTRATIVE,GESTION OPERATIVA NEGOCIACION,7865e8fb6bad4c
c999b0e1188e4d,ADMINISTRATIVE,AMBIENTAL CENTRALES HIDRAULICAS CA,582d9a91c22f45
c3f52aa69b304a,ADMINISTRATIVE,FINANZAS Y EVALUACION DE PROYECTOS,b52b3c3a96924b
f96ae3e7adcc43,UNIONIZED,OPERACION DE CUARTO DE CONTROL,c20e1f723aea42
c14f44cf69c049,ADMINISTRATIVE,LIDER LEGAL Y ASUNTOS CORPORATIVOS CA,a4142b0e75ac47
780a20a91dea44,UNIONIZED,OPERACION DE CUARTO DE CONTROL,ceaff76f1e5546
c62fb72f014e48,ADMINISTRATIVE,GESTION DE RECURSOS Y ADMINISTRACION,582d9a91c22f45
0149c36daeab4c,ADMINISTRATIVE,INGENIERIA PROYECTOS FOTOVOLTAICOS,60898b0cc3c84c
0ea47b3f79bf42,ADMINISTRATIVE,AMBIENTAL CENTRAL TERMICA Y ACTIVOS FOTOVOLTAICOS,09405b4f03c84a
c5a5626425c447,OPERATIVE,SUPERVISION DE MANTENIMIENTO MECANICO,36c383a8a8c244
03cab396301245,ADMINISTRATIVE,LIDER COMERCIAL NUEVOS NEGOCIOS CA,d850691b738d45
5853632bff3a4f,ADMINISTRATIVE,LIDER CENTROAMERICA,7cdb565464ce48
3e5bb51234594d,ADMINISTRATIVE,LIDER SST PROCESOS DE NEGOCIO,17ed072e724348
c1e776aad01a46,UNIONIZED,OPERACION DE CUARTO DE CONTROL,c62486262afb42
58cd6e0281de42,OPERATIVE,OPERACION II,b237b798f77047
4a8e406fc10f4c,ADMINISTRATIVE,GESTION DE PRODUCTO II,9c9c5357b16047
59aa154a76344b,ADMINISTRATIVE,ABASTECIMIENTO DIGITAL,9c9c5357b16047
4afcac19c70140,OPERATIVE,SUPERVISION DE MANTENIMIENTO ELECTROMECANICO CENTRALES,d7b8b0abd7994e
fec6c92eadc945,OPERATIVE,MANTENIMIENTO MECANICO TERMICAS,b0d95230709240
2c04ab919b9540,OPERATIVE,OPERACION DE CAMPO CENTRAL TERMICA,a3eff4482feb46
b9f245b12b3f46,OPERATIVE,CREACION DE EXPERIENCIA,5670eee6310743
b65c4bbca2d442,ADMINISTRATIVE,OPERACION ENERGIA DIGITAL I,9c9c5357b16047
63d3b76b437c47,OPERATIVE,OPERACION I,b237b798f77047
27f31f230d074d,ADMINISTRATIVE,CONFORMIDAD DE LA MEDIDA,71e966a1511b43
9921a93baa974f,UNIONIZED,OPERACION DE PLANTA II,b3a23fba7fcf47
cb88a5f1f20c45,ADMINISTRATIVE,LIDER INFRAESTRUCTURA Y SERVICIOS ADMINISTRATIVOS CA,85d4fb8040c844
48e6908da8c145,ADMINISTRATIVE,SST PROYECTO SAN ANDRES,6dd76f14b36b45
aeccbbce0a7747,ADMINISTRATIVE,LIDER PLANTA EOLICA GUANACASTE,7ddf419e723a48
a57396fef32040,ADMINISTRATIVE,DESARROLLO FRONT-END I,8147b80a0df142
e725a7de996b4f,OPERATIVE,OPERADOR SR / SOPORTE TECNICO,7ddf419e723a48
c136f442178b41,OPERATIVE,GESTOR DE SEGURIDAD SALUD Y AMBIENTE,7ddf419e723a48
48b0db435aff44,OPERATIVE,ENCARGADO MANTENIMIENTO,e97d4b37069c43
9c8bf3c67a4945,ADMINISTRATIVE,LIDER FINANZAS Y EVALUACION DE PROYECTOS,b52b3c3a96924b
c97dad60d59a4c,UNIONIZED,OPERACION DE CONTROL VAPOR / TV9,e600b36ebfb44e
d76c84f7956e4a,UNIONIZED,CONTROL QUIMICO,44f9acdff80942
fbdbb4c1304743,ADMINISTRATIVE,ASISTENTE DE GERENCIA PEG,7ddf419e723a48
0657345e340449,OPERATIVE,COORDINADOR DE OPERACIONES Y MANTENIMIEN,7357311a170446
80662f2988114d,ADMINISTRATIVE,LIDER NUEVOS NEGOCIOS PAIS,8ff300cd8b544f
7845b5c7084044,ADMINISTRATIVE,GESTION SST Y AMBIENTE,7ddf419e723a48
427eb227b68541,OPERATIVE UNIONIZED,INSPECTOR OBRAS CIVILES,7db01d34ded345
1f7ccc45846f49,OPERATIVE,SUPERVISION SERVICIOS GENERALES ZFC,805b9239b3b741
970a1a02cf864d,APPRENTICE IN PRODUCTIVE PERIOD,APRENDIZ SENA,ec2224c047d54f
053c30874c6f4e,OPERATIVE,PROGRAMACION Y MEJORA AL MANTENIMIENTO,d7b8b0abd7994e
0b60c54c7e4143,UNIONIZED,MANTENIMIENTO MECANICO III,186306d139bc46
ab523b43bf574b,OPERATIVE,PROGRAMACION Y MEJORA AL MANTENIMIENTO,b237b798f77047
378fd3827b1746,ADMINISTRATIVE,INTERVENTORIA ELECTRICA ESPECIALIZADA,e3418ae34fdf40
1999780d0c0c4c,ADMINISTRATIVE,EXPERIENCIAS DE SERVICIO,c3280ef8775b48
11a0a40673bc47,OPERATIVE UNIONIZED,OPERACION Y MANTENIMIENTO CENTRALES GENERACION,a5be7c7a4a1544
25c8947d2a6d4a,ADMINISTRATIVE,GESTION CONTRATISTAS,bc0d131d6b404a
859c03a7459844,ADMINISTRATIVE,DESARROLLO LOGISTICO,0d1eb5e0acb245
1ff3c037ed9e40,OPERATIVE,DESARROLLO LOGISTICO,0d1eb5e0acb245
78fbc518150547,ADMINISTRATIVE,LIDER PRODUCCION HIDROGENO VERDE Y FERTILIZANTES,2e39722138eb4b
50feefdca18d41,ADMINISTRATIVE UNIONIZED,OPERACION TIEMPO REAL,7e14712ff68d49
cbca8e08d1d74b,ADMINISTRATIVE,GESTION CONTRATISTAS,bcd888617e8848
b3839dcbcb1440,ADMINISTRATIVE UNIONIZED,LIDER EJECUCION CRECIMIENTO DE RED,d319fbfddc2a4e
ee97f157c82443,ADMINISTRATIVE,LIDER OPERACIONES COMERCIALES,09eabb7d3d634d
e96c926ca4dd41,ADMINISTRATIVE,ASESORIA COMERCIAL,fd167603fd934f
30c14e23ccfe41,ADMINISTRATIVE,LIDER PLANEACION Y DESEMPEÑO TYD,72da4152ec2742
e95c09671e3344,ADMINISTRATIVE,LIDER FINANZAS DE NEGOCIO,7799335696b744
1b99459404d749,ADMINISTRATIVE,ACTIVOS FIJOS I,89f07fc6dd4046
4c392496c46648,ADMINISTRATIVE,GESTION OPERATIVA NEGOCIACION,54c8a5b9586a46
d4262a65dfdf49,ADMINISTRATIVE,LIDER VENTAS,b533cbb5c1874b
c4dd4655e8594d,ADMINISTRATIVE,SUPERVISION OBRAS TYD,d319fbfddc2a4e
620907724a5447,OPERATIVE UNIONIZED,PROGRAMACION MANTENIMIENTO,4ca09db12d4e4e
9b257fdbdaba4c,OPERATIVE,SUBESTACIONES,e68ca3ba39894d
43cae66ccc7540,ADMINISTRATIVE,LIDER VENTAS Y OPERACIONES RETAIL,076d92d831b54b
d3d4bdb49fa747,ADMINISTRATIVE,LIDER CENTRO DE CONTROL,7e14712ff68d49
050d6a502fd448,ADMINISTRATIVE,PROYECTOS RED,69aabbfe04a149
3e22862ee4c942,ADMINISTRATIVE,SERVICIOS USO INFRAESTRUCTURA TYD,e7c1cfdaa9684d
1eaa0951441d47,OPERATIVE,INSTRUMENTISTA,0be24eaacaa54e
b3bfe07c89a743,ADMINISTRATIVE,LIDER SERVICIO A CLIENTES,ceb2007e095949
79d592eea94e43,ADMINISTRATIVE UNIONIZED,LIDER MANTENIMIENTO ZONA,e7c1cfdaa9684d
a02c4e8036de45,ADMINISTRATIVE,LIDER PLANEACION ABASTECIMIENTO,1d67a3ecffbc41
9ce5f01285364a,ADMINISTRATIVE,LIDER MANTENIMIENTO INTERNET,de62593f678b43
da01cc07700749,ADMINISTRATIVE,LIDER DISEÑO EXPERIENCIA CLIENTES,16e7c697e6ea4a
597eea642eab42,ADMINISTRATIVE,LIDER SOCIOAMBIENTAL TYD,d54d57876a8c4b
b15e12e44a7b41,ADMINISTRATIVE,LIDER PLANEACION Y PROGRAMACION MANTENIMIENTO MEDIA Y BAJA TENSION,839dc950f12042
8c0506b291664b,ADMINISTRATIVE,SISTEMAS DE GESTION DE MANTENIMIENTO Y UIETD,ee8283b3b3e242
958ae53f168943,ADMINISTRATIVE,PLANEACION MEDIDA,b25f088d766040
1e891420b92141,ADMINISTRATIVE,SOLUCIONES MOVILIDAD ELECTRICA,772cbcad313b4d
a4aee06ffca448,ADMINISTRATIVE,LIDER GESTION TECNOLOGIAS OPERACION TYD,3c72c884c65745
52720344df8a44,ADMINISTRATIVE,LIDER CONFIABILIDAD MANTENIMIENTO,ac54416759ca4c
9fd0f2e80d1643,ADMINISTRATIVE,LIDER INTERNET,38e81fc7870744
3c2535896f5a4a,ADMINISTRATIVE,INGENIERIA DE ANALITICA,666de69adbd940
e8a781eb7d9546,ADMINISTRATIVE,LIDER GESTION TECNICA INTERNET,b84fd59abda940
bc4bb61462684f,ADMINISTRATIVE,GESTION TECNICA MECANICA,7929980632644e
a28ee85b190849,ADMINISTRATIVE,PLANEACION Y LOGISTICA MANTENIMIENTO TYD,ee8283b3b3e242
ec07d4e29f614b,ADMINISTRATIVE,DEVOPS I,649142fa77bd43
2c0e73caeae34f,OPERATIVE,ALMACENISTA,dbc3260104bf4e
9e6415e23d5e41,ADMINISTRATIVE,AMBIENTAL ZFC,f98b1ed0ae8e47
f10faa902e7a48,ADMINISTRATIVE,LIDER GENERACION TERMICA,e26d0cd80c8643
a7af42f5471e4e,ADMINISTRATIVE,LIDER ALMACEN,dbc3260104bf4e
b60e0436f57b4a,ADMINISTRATIVE,MECANICO MANTENIMIENTO ZFC,ec2224c047d54f
58f66b64a44e4c,OPERATIVE,ELECTRICISTA MANTENIMIENTO ZFC,ec2224c047d54f
8ef3bae5886049,ADMINISTRATIVE,LIDER INGENIERIA PARA EL DESARROLLO,0d0d9266575846
c62c90abc83547,OPERATIVE,OPERADOR ZFC,f98b1ed0ae8e47
df56e7c396aa42,ADMINISTRATIVE,ANALISIS Y DESARROLLO OPERACION TERMICAS,f98b1ed0ae8e47
75cff9ef3a6949,ADMINISTRATIVE,LIDER MANTENIMIENTO MECANICO ZFC,ec2224c047d54f
76c9232aff4c43,OPERATIVE,INSTRUMENTISTA ZFC,ec2224c047d54f
74c9cbfc8c9a4d,ADMINISTRATIVE,LIDER SALA DE CONTROL ZFC,f98b1ed0ae8e47
7fedef518c6d45,ADMINISTRATIVE,LIDER MANTENIMENTO CENTRALES TERMICAS,ec2224c047d54f
d6c7ae00e0194c,ADMINISTRATIVE,INGENIERO QUIMICO ZFC,f98b1ed0ae8e47
606bcb17c4f840,OPERATIVE,SERVICIOS GENERALES ADMINISTRATIVOS ZFC,805b9239b3b741
1aae51f4d36040,ADMINISTRATIVE,INGENIERO OPERACION ZFC,f98b1ed0ae8e47
3833b01708b943,OPERATIVE,SERVICIOS GENERALES ZFC,805b9239b3b741
a957afc6b86a41,ADMINISTRATIVE,LIDER MANTENIMIENTO ELECTRICO ZFC,ec2224c047d54f
fa2408d81f8e4d,ADMINISTRATIVE,GESTION TECNICA ELECTRICA TERMICAS,ec2224c047d54f
f358e41c880d4b,ADMINISTRATIVE,LIDER GESTION RECURSOS ZFC,805b9239b3b741
0d84c686797a43,ADMINISTRATIVE,PLANEACION CENTRALES TERMICAS,ec2224c047d54f
5e69c44a57b544,ADMINISTRATIVE,ADMINISTRADOR ZF,41a265a8ef4d4d
f6a43827d19c49,ADMINISTRATIVE,GESTION ADMINISTRATIVA GENERACION HIDRAULICA,fb59327abee54b
e85257db967147,ADMINISTRATIVE,PSICOLOGA PROTECCION DE RECURSOS,c1572583ee2240
bdbab8fcdfc640,ADMINISTRATIVE,LIDER GESTION SOCIOAMBIENTAL,717821daf39448
3f47845cbc1249,ADMINISTRATIVE,LIDER ALMACEN,c66daef7eb2942
08c4527bda2443,ADMINISTRATIVE,EJECUTIVO COMERCIAL,51d94d9cc06448
d2138c043b8742,ADMINISTRATIVE,PROSPECTIVA Y MEJORAMIENTO DEL NEGOCIO TYD,b92c252d355d48
0fd54e5fa16c4b,ADMINISTRATIVE,LIDER SERVICIOS USO INFRAESTRUCTURA TYD,970111262bb94a
3bf03d7c44874e,ADMINISTRATIVE,EXPERIENCIAS DE SERVICIO I,f6a3d5040dec45
99816ca2aa3944,ADMINISTRATIVE UNIONIZED,ACTIVOS FIJOS I,89f07fc6dd4046
15a2d9de36f649,ADMINISTRATIVE,LIDER VENTAS,e828b35227a84f
